CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
165;MT;70043;D;;0;;1.82276;1.66982;0.16316;Azul;115;
166;MT;58802;A;;0;;1.89847;3.53856;0.17933;Azul;115;
167;MT;71600;C;;0;;5.88771;1.50735;0.24501;Azul;115;
168;MT;72905;B;;0;;5.51388;1.2326;0.2098;Azul;115;
169;MT;58341;C;;0;;1.48018;2.8491;0.19864;Azul;115;
170;MT;72867;C;;0;;1.07966;1.89693;0.18356;Azul;115;
171;MT;71404;B;;0;;1.74429;2.39833;0.18656;Azul;115;
172;MT;70173;D;;0;;2.62193;2.41032;0.15886;Azul;115;
173;MT;71392;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Azul;115;
174;MT;72070;C;;0;;2.72836;0.41046;0.19032;Azul;115;
175;MT;58624;D;;0;;1.37778;2.28746;0.14604;Azul;115;
176;MT;70298;B;;0;;1.60085;1.82947;0.21045;Azul;115;
177;MT;70888;D;;0;;6.46006;1.49799;0.18185;Azul;115;
178;MT;70339;C;;0;;1.78146;1.31281;0.11434;Azul;115;
179;MT;72427;A;;0;;1.89486;1.63495;0.16561;Azul;115;
180;MT;70076;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Azul;115;
136;MT;72294;E;;0;;1.35482;0.15181;0.05339;Rosa;116;
137;MT;70780;C;;0;;0.92507;-0.47855;0.10219;Rosa;116;
138;MT;72293;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;116;
139;MT;71061;E;;0;;3.28684;0.09045;0.12064;Rosa;116;
140;MT;72258;B;;0;;4.42208;1.11489;0.24726;Rosa;116;
141;MT;72106;A;;0;;3.23288;0.13832;0.15774;Rosa;116;
142;MT;59437;B;;0;;1.87683;0.82776;0.18833;Rosa;116;
143;MT;72161;D;;0;;2.57498;0.744;0.20921;Rosa;116;
144;MT;70303;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;116;
145;MT;70282;D;;0;;2.07647;-0.09327;0.09333;Rosa;116;
146;MT;72838;C;;0;;1.23741;1.70149;0.22482;Rosa;116;
147;MT;72313;C;;0;;1.80989;0.3794;0.17157;Rosa;116;
148;MT;70299;E;;0;;3.77611;0.29775;0.11512;Rosa;116;
149;MT;70204;D;;0;;4.09541;0.71438;0.16752;Rosa;116;
150;MT;72107;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;116;
151;MT;71570;C;;0;;2.66087;1.9494;0.20879;Rosa;116;
152;MT;70536;E;;0;;1.60562;1.72449;0.15542;Rosa;116;
153;MT;72617;A;;0;;3.74228;0.4295;0.15384;Rosa;116;
154;MT;72565;A;;0;;4.95501;1.42814;0.19278;Rosa;116;
155;MT;70751;B;;0;;8.33058;1.27974;0.20749;Rosa;116;
156;MT;71093;D;;0;;1.52304;3.57509;0.17389;Rosa;116;
157;MT;57733;D;;0;;1.86204;3.30694;0.15795;Rosa;116;
158;MT;72109;B;;0;;0.67748;1.05552;0.10258;Rosa;116;
159;MT;71453;C;;0;;2.34678;0.66506;0.24574;Rosa;116;
160;MT;70218;C;;0;;2.57783;0.76873;0.20813;Rosa;116;
161;MT;70952;D;;0;;2.57177;1.06744;0.2216;Rosa;116;
162;MT;70704;A;;0;;4.50873;1.41282;0.17982;Rosa;116;
163;MT;72517;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;116;
164;MT;72116;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;116;
165;MT;71600;C;;0;;5.88771;1.50735;0.24501;Rosa;116;
166;MT;58802;A;;0;;1.89847;3.53856;0.17933;Rosa;116;
167;MT;70043;D;;0;;1.82276;1.66982;0.16316;Rosa;116;
168;MT;72867;C;;0;;1.07966;1.89693;0.18356;Rosa;116;
169;MT;58341;C;;0;;1.48018;2.8491;0.19864;Rosa;116;
170;MT;71404;B;;0;;1.74429;2.39833;0.18656;Rosa;116;
171;MT;71392;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;116;
172;MT;70173;D;;0;;2.62193;2.41032;0.15886;Rosa;116;
173;MT;72905;B;;0;;5.51388;1.2326;0.2098;Rosa;116;
174;MT;70076;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;116;
175;MT;58624;D;;0;;1.37778;2.28746;0.14604;Rosa;116;
176;MT;72070;C;;0;;2.72836;0.41046;0.19032;Rosa;116;
177;MT;72427;A;;0;;1.89486;1.63495;0.16561;Rosa;116;
178;MT;70339;C;;0;;1.78146;1.31281;0.11434;Rosa;116;
179;MT;70888;D;;0;;6.46006;1.49799;0.18185;Rosa;116;
180;MT;70298;B;;0;;1.60085;1.82947;0.21045;Rosa;116;
